SK_CustomerID,CustomerID,TaxID,Status,LastName,FirstName,MiddleInitial,Gender,Tier,DOB,AddressLine1,AddressLine2,PostalCode,City,StateProv,Country,Phone1,Phone2,Phone3,Email1,Email2,NationalTaxRateDesc,NationalTaxRate,LocalTaxRateDesc,LocalTaxRate,AgencyID,CreditRating,NetWorth,MarketingNameplate,IsCurrent,BatchID,EffectiveDate,EndDate
3926,1672,"301-77-7211         ","ACTIVE    ","Huber                         ","Berri                         ",A,U,3,1966-01-26,5003 Travis Lower,NULL,"T5A 1Q7     ","Casper                   ","MA                  ",United States of America,NULL,NULL,NULL,"Berri.A.Huber@peacemail.com                       ",NULL,"Utah Income Tax for blue collar workers           ",0.05120,"Yukon Income Tax for those driving SUVs           ",0.37960,NULL,NULL,NULL,NULL,1,1,2011-01-13,9999-12-31
3927,104,"070-86-5401         ","ACTIVE    ","Breisch                       ","Chicky                        ",NULL,U,2,1973-05-05,16917 Farmers Upper,NULL,"63123       ","Charleston               ","AK                  ",United States of America,NULL,NULL,NULL,"Chicky.Breisch@ip6.li                             ","Chicky.Breisch@mail.com                           ","North Dakota Income Tax for those driving SUVs    ",0.10670,"Oklahoma Income Tax for school teachers           ",0.01390,NULL,NULL,NULL,NULL,1,1,2010-03-14,9999-12-31
3928,2272,"312-03-2670         ","ACTIVE    ","Paschall                      ","Clovis                        ",Q,M,1,1951-02-19,8153 Westover Lower,NULL,"70149       ","Eugene                   ","HI                  ",United States of America,NULL,NULL,NULL,"Clovis.Q.Paschall@army.com                        ",NULL,"Yukon Income Tax for the masses                   ",0.00000,"Georgia Income Tax for doctors and lawyers        ",0.04000,NULL,NULL,NULL,NULL,0,1,2012-04-20,2012-06-29
3929,3039,"014-89-3821         ","ACTIVE    ","Quantrill                     ","Crystal                       ",NULL,U,2,1993-11-28,14827 Paine Upper,NULL,"19099       ","Norfolk                  ","NJ                  ","Canada                  ",NULL,NULL,NULL,"Crystal.Quantrill@peacemail.com                   ","Crystal.Quantrill@mail.be                         ","Louisana Income Tax for inherited wealth          ",0.06000,"North Dakota Income Tax for inherited wealth      ",0.12000,NULL,NULL,NULL,NULL,1,1,2013-12-06,9999-12-31
3930,3534,"913-96-0631         ","ACTIVE    ","Malta                         ","Dagmar                        ",NULL,U,2,1970-03-24,4679 Furr Avenue,NULL,"V6P 1P8     ","Aurora                   ","AK                  ","Canada                  ",NULL,NULL,NULL,"Dagmar.Malta@doctor.com                           ",NULL,"Manitoba Income Tax for blue collar workers       ",0.26900,"South Carolina Income Tax for the masses          ",0.05200,NULL,NULL,NULL,NULL,1,1,2014-12-24,9999-12-31
3931,397,"522-41-5990         ","ACTIVE    ","Golka                         ","Daveen                        ",K,M,2,1990-11-08,22461 Morton East,NULL,"B8B 1Y1     ","Buffalo                  ","CO                  ",United States of America,"+1(947)214-672339160          ","(714)912-846875217            ",NULL,"Daveen.K.Golka@deacons.com                        ",NULL,"Massachussets Income Tax for school teachers      ",0.05850,"Montana Income Tax for the unemployed             ",0.07000,NULL,NULL,NULL,NULL,1,1,2008-05-02,9999-12-31
3932,661,"792-26-2162         ","ACTIVE    ","Van Atta                      ","Eluned                        ",NULL,F,3,1980-02-28,22682 Rio Grande South,NULL,"19153       ","Grand Rapids             ","Nova Scotia         ",United States of America,NULL,NULL,NULL,"Eluned.Van Atta@amplimail.com                     ",NULL,"Ohio Income Tax for blue collar workers           ",0.00690,"Maine Income Tax for blue collar workers          ",0.04170,NULL,NULL,NULL,NULL,1,1,2008-11-22,9999-12-31
3933,3160,"516-69-4254         ","ACTIVE    ","Ascott                        ","Estele                        ",V,U,NULL,1992-02-28,19214 Yaupon Boulevard,NULL,"H6A 1Y5     ","San Bernardino           ","KY                  ","Canada                  ",NULL,NULL,NULL,"Estele.V.Ascott@gawab.com                         ",NULL,"Massachussets Income Tax for school teachers      ",0.05850,"New York Income Tax for school teachers           ",0.06140,NULL,NULL,NULL,NULL,1,1,2014-03-11,9999-12-31
3934,4136,"806-21-4709         ","ACTIVE    ","Jew                           ","Evangelia                     ",NULL,U,3,2010-11-17,11309 Amsterdam South,NULL,"85093       ","Chesapeake               ","HI                  ",United States of America,NULL,NULL,NULL,"Evangelia.Jew@mailmaniacs.com                     ",NULL,"Maine Income Tax for school teachers              ",0.06330,"Colorado Income Tax for inherited wealth          ",0.04750,NULL,NULL,NULL,NULL,1,1,2016-04-05,9999-12-31
3935,392,"926-40-1371         ","ACTIVE    ","Beal                          ","Ferdinand                     ",NULL,M,2,1967-02-07,11476 Edgson Avenue,NULL,"M2P 1F5     ","Nashville                ","NC                  ",United States of America,NULL,NULL,NULL,"Ferdinand.Beal@fastemailer.com                    ","Ferdinand.Beal@myfastmail.com                     ","Manitoba Income Tax for inherited wealth          ",0.46400,"West Virginia Income Tax for the elderly          ",0.05630,NULL,NULL,NULL,NULL,0,1,2008-12-27,2011-02-17
3936,1904,"748-02-7299         ","ACTIVE    ","Fretz                         ","Fernanda                      ",F,U,3,2011-04-23,13829 Sandpoint Park,NULL,"95156       ","Arlington                ","Saskatchewan        ",United States of America,"+1(563)110-721666466          ",NULL,NULL,"Fernanda.F.Fretz@letterbox.org                    ",NULL,"Maryland Income Tax for school teachers           ",0.02000,"Ohio Income Tax for everyone else                 ",0.05410,NULL,NULL,NULL,NULL,1,1,2011-07-12,9999-12-31
3937,703,"485-17-4909         ","ACTIVE    ","Filippi                       ","Gavin                         ",NULL,M,3,1989-12-11,18304 Furth North,NULL,"M5E 1Y4     ","Montgomery               ","KY                  ",United States of America,NULL,NULL,NULL,"Gavin.Filippi@enveloped.org                       ",NULL,"Tennesse Income Tax for the masses                ",0.00000,"Nova Scotia Income Tax for school teachers        ",0.30950,NULL,NULL,NULL,NULL,1,1,2016-06-02,9999-12-31
3938,3625,"378-15-4447         ","ACTIVE    ","Leathers                      ","Goldwyn                       ",NULL,U,3,1922-02-01,7217 Wise Lower,NULL,"94661       ","Oxnard                   ","SC                  ",United States of America,NULL,NULL,NULL,"Goldwyn.Leathers@SaveWildlife.com                 ",NULL,"Maryland Income Tax for the masses                ",0.03900,"Nova Scotia Income Tax for inherited wealth       ",0.44340,NULL,NULL,NULL,NULL,1,1,2015-03-04,9999-12-31
3939,3276,"810-27-3826         ","ACTIVE    ","Mikelonis                     ","Hera                          ",NULL,U,2,1991-04-16,9479 Oliver Lower,NULL,"87124       ","Newark                   ","CO                  ",United States of America,"845-669555229                 ",NULL,NULL,"Hera.Mikelonis@doctor.com                         ",NULL,"Ontario Income Tax for those driving SUVs         ",0.39390,"Ohio Income Tax for those driving SUVs            ",0.06190,NULL,NULL,NULL,NULL,1,1,2014-06-10,9999-12-31
3940,4304,"808-22-3832         ","ACTIVE    ","Osgood                        ","Hynek                         ",NULL,U,NULL,1952-01-05,10386 Bellflower Upper,NULL,"23246       ","Phoenix                  ","AL                  ",United States of America,NULL,NULL,NULL,"Hynek.Osgood@4uchat.de                            ","Hynek.Osgood@gmx.com                              ","Michigan Income Tax for blue collar workers       ",0.04300,"Iowa Income Tax for the masses                    ",0.02520,NULL,NULL,NULL,NULL,1,1,2016-08-12,9999-12-31
3941,2383,"396-42-3489         ","ACTIVE    ","Davalo                        ","Iolanthe                      ",NULL,U,1,1918-11-10,3124 Congress Park,NULL,"75204       ","Santa Ana                ","ND                  ","Canada                  ",NULL,NULL,NULL,"Iolanthe.Davalo@buffaloes.com                     ",NULL,"North Dakota Income Tax for those driving SUVs    ",0.10670,"Idaho Income Tax for school teachers              ",0.03770,NULL,NULL,NULL,NULL,1,1,2012-07-17,9999-12-31
3942,1051,"154-35-1517         ","ACTIVE    ","Kneese                        ","Jabir                         ",NULL,M,3,1922-05-10,20809 Cecil Upper,NULL,"21220       ","Little Rock              ","FL                  ",United States of America,NULL,NULL,NULL,"Jabir.Kneese@shtrudel.tv                          ","Jabir.Kneese@aggies.com                           ","Nova Scotia Income Tax for school teachers        ",0.30950,"Oklahoma Income Tax for doctors and lawyers       ",0.04070,NULL,NULL,NULL,NULL,0,1,2009-09-18,2015-01-05
3943,1985,"186-61-8548         ","ACTIVE    ","Yakibchuk                     ","Jazmin                        ",J,U,2,1928-04-02,10363 Bolt Boulevard,NULL,"T5A 1O3     ","St. Johns                ","HI                  ",United States of America,NULL,NULL,NULL,"Jazmin.J.Yakibchuk@teancum.net                    ",NULL,"Missouri Income Tax for blue collar workers       ",0.04000,"New Jersey Income Tax for blue collar workers     ",0.02390,NULL,NULL,NULL,NULL,1,1,2011-09-12,9999-12-31
3944,142,"159-89-9004         ","ACTIVE    ","Boutin                        ","Jean-Michel                   ",NULL,U,2,1949-06-28,9307 Beale Upper,NULL,"99681       ","Dawson City              ","DC                  ",United States of America,NULL,NULL,NULL,"Jean-Michel.Boutin@usa.com                        ",NULL,"Georgia Income Tax for school teachers            ",0.02000,"Ohio Income Tax for everyone else                 ",0.05410,NULL,NULL,NULL,NULL,0,1,2007-10-18,2008-02-04
3945,4637,"595-47-2571         ","ACTIVE    ","Telex                         ","Joyce                         ",E,U,1,1948-03-22,15416 Windsor Rue,NULL,"H2F 1X9     ","Macon                    ","MI                  ","Canada                  ",NULL,NULL,NULL,"Joyce.E.Telex@mail.be                             ","Joyce.E.Telex@shtrudel.org                        ","Ontario Income Tax for everyone else              ",0.38540,"Idaho Income Tax for the unemployed               ",0.06430,NULL,NULL,NULL,NULL,1,1,2017-04-25,9999-12-31
3946,1086,"661-27-5120         ","ACTIVE    ","Faley                         ","Joycelin                      ",A,M,3,1996-03-16,14497 Frostwood Boulevard,NULL,"X5E 1V5     ","Glendale                 ","AZ                  ",United States of America,NULL,NULL,NULL,"Joycelin.A.Faley@consultant.com                   ","Joycelin.A.Faley@fastmail.fm                      ","Maryland Income Tax for blue collar workers       ",0.02950,"Oklahoma Income Tax for inherited wealth          ",0.06750,NULL,NULL,NULL,NULL,1,1,2014-01-25,9999-12-31
3947,627,"900-82-9351         ","ACTIVE    ","Dodson                        ","Kacy                          ",NULL,U,3,1957-10-21,23171 Marathon Park,NULL,"78505       ","Mesa                     ","MN                  ",United States of America,NULL,NULL,NULL,"Kacy.Dodson@hushmail.me                           ","Kacy.Dodson@12Freeukisp.co.uk                     ","British Columbia Income Tax for the elderly       ",0.23300,"Georgia Income Tax for inherited wealth           ",0.06000,NULL,NULL,NULL,NULL,0,1,2008-10-27,2010-10-19
3948,3233,"843-17-9851         ","ACTIVE    ","Mckenzie                      ","Linnea                        ",Y,M,2,1977-02-22,16557 Howser Rue,NULL,"T5B 1T9     ","Greensboro               ","Quebec              ","Canada                  ","+1(599)583-626614317          ",NULL,NULL,"Linnea.Y.Mckenzie@usa.com                         ",NULL,"Northwest Territories Income Tax for the masses   ",0.16000,"Prince Edward Island Income Tax for children      ",0.00000,NULL,NULL,NULL,NULL,0,1,2014-05-07,2015-01-07
3949,1684,"321-71-5545         ","ACTIVE    ","Frierson                      ","Lotti                         ",NULL,U,3,2008-01-09,17936 Memorial Road,NULL,"64103       ","Hull                     ","AZ                  ",United States of America,"(464)520-066644864            ",NULL,NULL,"Lotti.Frierson@lpemail.com                        ","Lotti.Frierson@icqmail.com                        ","Kentucky Income Tax for the masses                ",0.05000,"Prince Edward Island Income Tax for the masses    ",0.30800,NULL,NULL,NULL,NULL,0,1,2012-09-15,2016-09-18
3950,800,"556-43-2029         ","ACTIVE    ","Bulkovshteyn                  ","Manjinder                     ",NULL,M,3,2009-05-30,7948 Beard Avenue,NULL,"30357       ","Memphis                  ","MT                  ",United States of America,NULL,NULL,NULL,"Manjinder.Bulkovshteyn@gmx.it                     ",NULL,"Nova Scotia Income Tax for the unemployed         ",0.38670,"Louisana Income Tax for the elderly               ",0.02000,NULL,NULL,NULL,NULL,1,1,2009-03-07,9999-12-31
3951,2344,"884-48-6540         ","ACTIVE    ","Winsborrow                    ","Miles                         ",NULL,U,3,1984-11-14,1771 Myrtle Rue,NULL,"37401       ","Windsor                  ","NM                  ",United States of America,NULL,NULL,NULL,"Miles.Winsborrow@mail2world.com                   ","Miles.Winsborrow@mail2world.com                   ","Missouri Income Tax for the unemployed            ",0.03500,"Massachussets Income Tax for school teachers      ",0.05850,NULL,NULL,NULL,NULL,1,1,2013-02-12,9999-12-31
3952,598,"983-81-8260         ","ACTIVE    ","Metcalf                       ","Minerva                       ",NULL,U,3,1982-07-13,19151 Gibbes South,NULL,"77104       ","Syracuse                 ","CA                  ",United States of America,NULL,NULL,NULL,"Minerva.Metcalf@gmx.sg                            ","Minerva.Metcalf@spamavert.com                     ","Maryland Income Tax for the masses                ",0.03900,"British Columbia Income Tax for lawyers           ",0.26500,NULL,NULL,NULL,NULL,1,1,2010-01-10,9999-12-31
3953,2648,"605-59-0586         ","ACTIVE    ","Bailey                        ","Noella                        ",H,F,3,1970-07-22,1306 Waldemar Avenue,NULL,"H2A 1Z3     ","Oceanside                ","AL                  ",United States of America,NULL,NULL,"(522)707-964744382            ","Noella.H.Bailey@gmx.it                            ",NULL,"North Dakota Income Tax for everyone else         ",0.09330,"Georgia Income Tax for school teachers            ",0.02000,NULL,NULL,NULL,NULL,1,1,2013-02-04,9999-12-31
3954,1400,"648-23-3032         ","ACTIVE    ","Gach                          ","Nooshin                       ",S,U,3,1981-01-25,3214 Minot Boulevard,NULL,"94554       ","Great Falls              ","PA                  ",United States of America,NULL,NULL,NULL,"Nooshin.S.Gach@mailvault.com                      ",NULL,"Maryland Income Tax for blue collar workers       ",0.02950,"Saskatchewan Income Tax for school teachers       ",0.29500,NULL,NULL,NULL,NULL,0,1,2012-04-12,2016-02-07
3955,1400,"648-23-3032         ","INACTIVE  ","Gach                          ","Nooshin                       ",S,U,3,1981-01-25,3214 Minot Boulevard,NULL,"94554       ","Great Falls              ","PA                  ",United States of America,NULL,NULL,NULL,"Nooshin.S.Gach@mailvault.com                      ",NULL,"Maryland Income Tax for blue collar workers       ",0.02950,"Saskatchewan Income Tax for school teachers       ",0.29500,NULL,NULL,NULL,NULL,1,1,2016-02-07,9999-12-31
3956,4453,"903-21-0950         ","ACTIVE    ","Brody                         ","Quinta                        ",NULL,F,1,1935-04-05,18716 Greene Drive,NULL,"63157       ","Regina                   ","British Columbia    ",United States of America,NULL,NULL,NULL,"Quinta.Brody@lpemail.com                          ","Quinta.Brody@soodonims.com                        ","Nova Scotia Income Tax for children               ",0.00000,"Hawaii Income Tax for the masses                  ",0.04280,NULL,NULL,NULL,NULL,1,1,2016-12-07,9999-12-31
3957,3638,"966-32-5178         ","ACTIVE    ","Jee                           ","Ree                           ",NULL,F,3,1974-08-24,17099 Starling North,NULL,"48266       ","Plano                    ","MS                  ",United States of America,NULL,NULL,NULL,"Ree.Jee@privacyharbor.com                         ","Ree.Jee@deacons.com                               ","Ohio Income Tax for inherited wealth              ",0.06980,"Michigan Income Tax for blue collar workers       ",0.04300,NULL,NULL,NULL,NULL,0,1,2015-03-12,2015-08-31
3958,3638,"966-32-5178         ","INACTIVE  ","Jee                           ","Ree                           ",NULL,F,3,1974-08-24,17099 Starling North,NULL,"48266       ","Plano                    ","MS                  ",United States of America,NULL,NULL,NULL,"Ree.Jee@privacyharbor.com                         ","Ree.Jee@deacons.com                               ","Ohio Income Tax for inherited wealth              ",0.06980,"Michigan Income Tax for blue collar workers       ",0.04300,NULL,NULL,NULL,NULL,1,1,2015-08-31,9999-12-31
3959,4016,"526-03-5000         ","ACTIVE    ","Puett                         ","Sallyann                      ",NULL,F,3,1963-03-02,5391 Clay West,NULL,"78258       ","Richmond                 ","AL                  ","Canada                  ","(484)082-840881084            ",NULL,NULL,"Sallyann.Puett@fastmail.fm                        ","Sallyann.Puett@shtrudel.com                       ","Louisana Income Tax for the elderly               ",0.02000,"Delaware Income Tax for inherited wealth          ",0.06000,NULL,NULL,NULL,NULL,0,1,2016-01-02,2016-08-12
3960,1992,"756-29-1969         ","ACTIVE    ","Ricketson                     ","Shlomo                        ",NULL,U,NULL,1997-01-10,18630 Atlantic Road,NULL,"E7O 1J2     ","Chattanooga              ","WI                  ","Canada                  ",NULL,NULL,NULL,"Shlomo.Ricketson@consultant.com                   ",NULL,"Newfoundland Income Tax for children              ",0.00000,"Arizona Income Tax for the masses                 ",0.04000,NULL,NULL,NULL,NULL,0,1,2011-09-19,2016-11-12
3961,1728,"226-83-6965         ","ACTIVE    ","Hammond                       ","Trenna                        ",NULL,M,1,1971-09-06,15613 Paine Lower,NULL,"V6P 1U1     ","Pembroke Pines           ","TX                  ",United States of America,NULL,"+1(902)322-284936456          ",NULL,"Trenna.Hammond@spamavert.com                      ",NULL,"Rhode Island Income Tax for children              ",0.00000,Northwest Territories Income Tax for everyone else,0.43400,NULL,NULL,NULL,NULL,1,1,2011-02-26,9999-12-31
3962,1982,"892-77-1466         ","ACTIVE    ","Cobban                        ","Adara                         ",NULL,F,3,1942-12-28,2583 Clower South,NULL,"85039       ","Hay River                ","ID                  ","Canada                  ","830-670845189                 ","351-123730172                 ",NULL,"Adara.Cobban@12Freeukisp.co.uk                    ",NULL,"Connecticut Tax for the masses                    ",0.03000,"Alaska Income Tax for children                    ",0.00000,NULL,NULL,NULL,NULL,1,1,2011-09-10,9999-12-31
3963,808,"087-11-0491         ","ACTIVE    ","Brennand                      ","Agretha                       ",NULL,F,3,1967-04-24,5503 Raymond Park,NULL,"33157       ","Mesa                     ","NC                  ",United States of America,NULL,NULL,NULL,"Agretha.Brennand@amplimail.com                    ","Agretha.Brennand@gmx.fr                           ","British Columbia Income Tax for children          ",0.00000,"District of Columbia Income Tax for teachers      ",0.07250,NULL,NULL,NULL,NULL,1,1,2010-03-20,9999-12-31
3964,3773,"096-88-4598         ","ACTIVE    ","Polanco                       ","Alvera                        ",NULL,U,3,1979-06-10,9371 Sweeney Court,NULL,"45230       ","Nashville                ","AK                  ",United States of America,NULL,NULL,NULL,"Alvera.Polanco@12Freeukisp.co.uk                  ",NULL,"Vermont Income Tax for school teachers            ",0.00000,"Alberta Income Tax for blue collar workers        ",0.16000,NULL,NULL,NULL,NULL,1,1,2015-06-29,9999-12-31
3965,2333,"420-12-2888         ","ACTIVE    ","Fabry                         ","Amberly                       ",F,U,3,1983-01-29,1426 Basswood Avenue,NULL,"T6D 1A3     ","Toronto                  ","LA                  ",United States of America,NULL,NULL,NULL,"Amberly.F.Fabry@soodonims.com                     ",NULL,"Kansas Income Tax for blue collar workers         ",0.06450,"Prince Edward Island Income Tax for teachers      ",0.16000,NULL,NULL,NULL,NULL,1,1,2017-04-13,9999-12-31
3966,265,"600-56-7612         ","ACTIVE    ","Valentin                      ","Amnish                        ",NULL,M,3,1959-08-20,10256 Brownway North,NULL,"H2C 1W1     ","Boston                   ","MN                  ",United States of America,NULL,NULL,NULL,"Amnish.Valentin@fastmail.fm                       ",NULL,"Montana Income Tax for the elderly                ",0.06000,"Kentucky Income Tax for blue collar workers       ",0.04000,NULL,NULL,NULL,NULL,0,1,2008-01-20,2013-04-29
3967,1622,"845-62-2380         ","ACTIVE    ","Ashberry                      ","Ardeen                        ",NULL,U,3,1967-08-05,19470 Ennis Crescent,NULL,"10192       ","Orange                   ","IN                  ",United States of America,NULL,NULL,NULL,"Ardeen.Ashberry@post.com                          ","Ardeen.Ashberry@mailvault.com                     ","Montana Income Tax for those driving SUVs         ",0.09000,"Manitoba Income Tax for the masses                ",0.16000,NULL,NULL,NULL,NULL,1,1,2010-12-04,9999-12-31
3968,3298,"878-99-3095         ","ACTIVE    ","Majmudar                      ","Aurora                        ",R,U,3,1966-01-05,7155 Seward Crescent,NULL,"99717       ","Hamilton                 ","UT                  ",United States of America,NULL,NULL,NULL,"Aurora.R.Majmudar@stoned.com                      ","Aurora.R.Majmudar@wildmail.com                    ","Utah Income Tax for inherited wealth              ",0.07000,"Ohio Income Tax for doctors and lawyers           ",0.03840,NULL,NULL,NULL,NULL,1,1,2014-06-26,9999-12-31
3969,3227,"253-32-0638         ","ACTIVE    ","Armenakis                     ","Brita                         ",NULL,U,3,1976-07-29,16022 Burrell Avenue,NULL,"22310       ","Colorado Springs         ","WY                  ",United States of America,NULL,NULL,NULL,"Brita.Armenakis@snail-mail.net                    ",NULL,"Utah Income Tax for doctors and lawyers           ",0.06060,"New Jersey Income Tax for school teachers         ",0.03390,NULL,NULL,NULL,NULL,1,1,2014-05-01,9999-12-31
3970,1750,"724-55-6749         ","ACTIVE    ","Yohe                          ","Bryan                         ",NULL,U,3,1949-11-24,6503 Robbins Street,NULL,"M5F 1X1     ","Santa Clarita            ","MO                  ",United States of America,NULL,NULL,NULL,"Bryan.Yohe@mailmetrash.com                        ","Bryan.Yohe@myway.com                              ","Prince Edward Island Income Tax for the elderly   ",0.25800,"Missouri Income Tax for the unemployed            ",0.03500,NULL,NULL,NULL,NULL,1,1,2011-03-28,9999-12-31
3971,828,"686-34-0444         ","ACTIVE    ","Cinq-Mars                     ","Burgess                       ",NULL,M,3,1952-12-13,947 McShann Avenue,Suite 305,"99759       ","Santa Fe                 ","LA                  ",United States of America,NULL,NULL,NULL,"Burgess.Cinq-Mars@dcemail.com                     ","Burgess.Cinq-Mars@privacyharbor.com               ","West Virginia Income Tax for doctors and lawyers  ",0.04750,"Missouri Income Tax for doctors and lawyers       ",0.05000,"cin2608                       ",368,1036364,"HighValue+Expenses+Boomer+MoneyAlert+Inherited                                                      ",1,1,2009-03-30,9999-12-31
3972,4657,"264-38-8154         ","ACTIVE    ","Grewal                        ","Carin                         ",E,F,2,2009-02-05,17131 Braeswood Boulevard,NULL,"E4A 1S6     ","McAllen                  ","PA                  ",United States of America,NULL,"109-833013927                 ",NULL,"Carin.E.Grewal@post.com                           ",NULL,"Montana Income Tax for doctors and lawyers        ",0.04000,"Wisconsin Income Tax for the elderly              ",0.05400,NULL,NULL,NULL,NULL,1,1,2017-05-12,9999-12-31
3973,178,"490-22-5764         ","ACTIVE    ","Kessel                        ","Cherilyn                      ",NULL,M,3,1929-10-30,9063 Magnolia Street,NULL,"79114       ","Paterson                 ","KS                  ",United States of America,NULL,NULL,NULL,"Cherilyn.Kessel@SoftHome.net                      ","Cherilyn.Kessel@mailmetrash.com                   ","Ontario Income Tax for everyone else              ",0.38540,"Ontario Income Tax for doctors and lawyers        ",0.28320,NULL,NULL,NULL,NULL,0,1,2007-11-14,2009-10-18
3974,2983,"719-10-4948         ","ACTIVE    ","Koziol                        ","Chun                          ",NULL,U,3,2012-08-24,20774 Tartan West,NULL,"06517       ","Knoxville                ","TN                  ",United States of America,"434-351560815                 ",NULL,NULL,"Chun.Koziol@shtrudel.com                          ",NULL,"Utah Income Tax for inherited wealth              ",0.07000,"Yukon Income Tax for inherited wealth             ",0.43010,NULL,NULL,NULL,NULL,1,1,2013-10-24,9999-12-31
3975,3666,"876-12-8316         ","ACTIVE    ","Hitchcock                     ","Constancy                     ",NULL,U,NULL,1972-09-27,16764 McAfee Park,NULL,"55169       ","Omaha                    ","NC                  ",United States of America,NULL,NULL,NULL,"Constancy.Hitchcock@hushmail.com                  ","Constancy.Hitchcock@myfastmail.com                ","Montana Income Tax for the masses                 ",0.03000,"California Tax for school teachers                ",0.02660,NULL,NULL,NULL,NULL,1,1,2015-04-07,9999-12-31
3976,71,"428-58-8306         ","ACTIVE    ","Deitiker                      ","Costas-Dinos                  ",NULL,U,2,1957-10-25,21747 Durden Drive,NULL,"V6E 1P8     ","Garden Grove             ","DC                  ",United States of America,NULL,"973-174615544                 ",NULL,"Costas-Dinos.Deitiker@macgui.com                  ","Costas-Dinos.Deitiker@amplimail.com               ","New Jersey Income Tax for the elderly             ",0.05380,"Newfoundland Income Tax for inherited wealth      ",0.48640,NULL,NULL,NULL,NULL,0,1,2014-05-14,2015-05-02
3977,1501,"002-62-2776         ","ACTIVE    ","Boatwright                    ","Daphene                       ",NULL,F,3,1994-02-06,15338 Hutton Upper,NULL,"85267       ","Ann Arbor                ","Nova Scotia         ",United States of America,NULL,NULL,NULL,"Daphene.Boatwright@privacyharbor.com              ","Daphene.Boatwright@spamavert.com                  ","New Hampshire Income Tax for children             ",0.00000,"Mississippi Income Tax for school teachers        ",0.04000,NULL,NULL,NULL,NULL,1,1,2010-09-01,9999-12-31
3978,536,"971-15-4588         ","ACTIVE    ","Wesselow                      ","Dasha                         ",N,U,3,2009-10-05,20992 Grassland Boulevard,NULL,"73175       ","Lexington                ","VT                  ","Canada                  ",NULL,NULL,NULL,"Dasha.N.Wesselow@whale-mail.com                   ",NULL,"Montana Income Tax for blue collar workers        ",0.02000,"Missouri Income Tax for blue collar workers       ",0.06000,NULL,NULL,NULL,NULL,1,1,2008-08-14,9999-12-31
3979,2957,"768-17-2943         ","ACTIVE    ","Jean-Louis                    ","Ellyn                         ",NULL,U,3,1940-01-19,22140 Conley Crescent,NULL,"85032       ","Omaha                    ","HI                  ","Canada                  ",NULL,NULL,NULL,"Ellyn.Jean-Louis@mailmaniacs.com                  ",NULL,"Yukon Income Tax for inherited wealth             ",0.43010,"Ohio Income Tax for those driving SUVs            ",0.06190,NULL,NULL,NULL,NULL,1,1,2013-10-05,9999-12-31
3980,4126,"557-90-0407         ","ACTIVE    ","Dula                          ","Fanni                         ",NULL,F,3,1990-10-23,18517 Hulen Lower,NULL,"V6F 1P8     ","Tucson                   ","SD                  ",United States of America,NULL,NULL,NULL,"Fanni.Dula@SaveWildlife.com                       ",NULL,"Utah Income Tax for blue collar workers           ",0.05120,"Utah Income Tax for the elderly                   ",0.04180,NULL,NULL,NULL,NULL,1,1,2016-03-27,9999-12-31
3981,1154,"810-04-1826         ","ACTIVE    ","Wickham                       ","Farid                         ",A,F,2,2013-05-07,9941 Briar Forest Street,NULL,"T6D 1H3     ","Dawson City              ","OH                  ",United States of America,NULL,NULL,NULL,"Farid.A.Wickham@gmx.es                            ",NULL,"Nova Scotia Income Tax for the masses             ",0.16000,"Arkansas Tax for school teachers                  ",0.03330,NULL,NULL,NULL,NULL,0,1,2009-12-09,2013-02-01
3982,3789,"652-46-2778         ","ACTIVE    ","Moores                        ","Galina                        ",NULL,U,3,1933-03-10,19068 Coventry Park,NULL,"94144       ","Warwick                  ","IA                  ",United States of America,NULL,"(654)232-003997261            ",NULL,"Galina.Moores@webmail.co.za                       ","Galina.Moores@aol.com                             ","Kansas Income Tax for blue collar workers         ",0.06450,"Nova Scotia Income Tax for the unemployed         ",0.38670,NULL,NULL,NULL,NULL,1,1,2015-07-09,9999-12-31
3983,2345,"575-24-0384         ","ACTIVE    ","Shukor                        ","Gillie                        ",NULL,M,3,2001-05-11,6795 Greenspoint Street,NULL,"60606       ","Fairbanks                ","VT                  ",United States of America,NULL,NULL,NULL,"Gillie.Shukor@myway.com                           ","Gillie.Shukor@born2frag.de                        ","Utah Income Tax for inherited wealth              ",0.07000,"Nebraska Income Tax for blue collar workers       ",0.02510,NULL,NULL,NULL,NULL,1,1,2012-06-17,9999-12-31
3984,2919,"785-47-4773         ","ACTIVE    ","Maludzinski                   ","Hiroko                        ",O,U,3,1950-12-24,9536 Innsbrook West,NULL,"75186       ","Philadelphia             ","MS                  ","Canada                  ",NULL,NULL,NULL,"Hiroko.O.Maludzinski@taunusstein.net              ",NULL,"Nova Scotia Income Tax for doctors and lawyers    ",0.25770,"Arkansas Tax for white collar workers             ",0.04500,NULL,NULL,NULL,NULL,1,1,2013-09-04,9999-12-31
3985,1322,"093-79-7764         ","ACTIVE    ","Caine                         ","Jordan                        ",NULL,U,3,1987-09-30,17991 Chamberlin Way,NULL,"H5I 1Q9     ","Irving                   ","MT                  ",United States of America,NULL,NULL,NULL,"Jordan.Caine@devils.com                           ","Jordan.Caine@lpemail.com                          ","Idaho Income Tax for school teachers              ",0.03770,"Saskatchewan Income Tax for the masses            ",0.27500,NULL,NULL,NULL,NULL,0,1,2010-04-17,2013-01-24
