ActionType,AddressLine1,AddressLine2,City,Country,CustomerID,DOB,EffectiveDate,Email1,Email2,EndDate,FirstName,Gender,LastName,LocalTaxID,MiddleInitial,NationalTaxID,Phone1,Phone2,Phone3,PostalCode,StateProv,Status,TaxId,Tier,isCurrent
NEW,15330 Payne Drive,,Vallejo,Canada,1559,1955-08-06,2010-10-15,Enver.Crossley@doctor.com,Enver.Crossley@lawyer.com,9999-12-31,Enver,F,Crossley,NV1,,NY4,,,,81014,TN,ACTIVE,507-66-9913,3,true
NEW,6464 Bonnie Brae Street,,Toledo,United States of America,1560,2001-04-28,2010-10-20,Koren.U.Downs@vegemail.com,,2010-12-18,Koren,U,Downs,DE4,U,VT1,,,,M8C 1X6,Quebec,ACTIVE,739-54-8851,2,false
INACT,6464 Bonnie Brae Street,,Toledo,United States of America,1560,2001-04-28,2010-12-18,Koren.U.Downs@vegemail.com,,9999-12-31,Koren,U,Downs,DE4,U,VT1,,,,M8C 1X6,Quebec,INACTIVE,739-54-8851,2,true
NEW,24468 Brooks Lane,,Dawson City,Canada,1561,2010-07-20,2010-10-20,Balakrishna.McKinlay@SoftHome.net,Balakrishna.McKinlay@rediffmail.com,9999-12-31,Balakrishna,U,McKinlay,AB2,,NT8,,,,V6N 1T4,WA,ACTIVE,714-22-1685,2,true
NEW,885 Crosby Lane,,Augusta,United States of America,1562,2009-09-06,2010-10-20,Sybyl.Schaefers@mac.hush.com,Sybyl.Schaefers@animail.net,9999-12-31,Sybyl,U,Schaefers,MO4,,ND3,,,,74132,WA,ACTIVE,038-53-6485,3,true
NEW,13276 Westella Upper,,Fresno,United States of America,1563,1963-09-16,2010-10-21,Katharina.Dallas@ProtectAnimals.com,,9999-12-31,Katharina,U,Dallas,OR2,,OK3,,,,V6F 1U2,OR,ACTIVE,574-31-8921,2,true
NEW,7385 Sycamore Court,,Alexandria,United States of America,1564,1966-11-10,2010-10-21,Mallissa.H.Nance@moose-mail.com,,9999-12-31,Mallissa,U,Nance,SD1,H,NM5,,,,T6D 1K7,GA,ACTIVE,329-68-4559,3,true
NEW,5257 Flynn Avenue,,Santa Clara,United States of America,1565,1975-09-06,2010-10-22,Barbe.McCulloch@soodonims.com,Barbe.McCulloch@europe.com,9999-12-31,Barbe,U,McCulloch,HI3,,NF4,,,,25729,MT,ACTIVE,244-54-2488,2,true
NEW,9086 Ridgelea Boulevard,,Mount Pearl,United States of America,1566,1942-08-17,2010-10-22,Irving.R.Moriarty@gmx.es,,9999-12-31,Irving,U,Moriarty,SK1,R,NS8,,,,T6C 1D7,AK,ACTIVE,260-50-3804,3,true
NEW,23923 Potomac Road,,Anaheim,United States of America,1567,1992-12-14,2010-10-23,Trenna.Billingham@mac.hush.com,,2013-07-15,Trenna,F,Billingham,WV3,,OK6,,,,H2F 1W4,ND,ACTIVE,332-15-2891,2,false
UPDCUST,8116 Martin Upper,,Chula Vista,United States of America,1567,1992-12-14,2013-07-15,Trenna.Billingham@born2frag.de,,9999-12-31,Trenna,F,Billingham,WV3,,OK6,,,,V6Q 1T4,ND,ACTIVE,332-15-2891,2,true
NEW,16605 Turtle Creek Park,,Moncton,United States of America,1568,1995-01-02,2010-10-23,Nessy.P.Bateman@ProtectAnimals.com,,2011-05-30,Nessy,M,Bateman,MB9,P,YT7,,(509)865-321744302,,E7N 1H9,Alberta,ACTIVE,082-66-0907,1,false
UPDCUST,20399 Sienna South,,Moncton,United States of America,1568,1995-01-02,2011-05-30,Nessy.P.Bateman@RespectAnimals.com,,9999-12-31,Nessy,M,Bateman,MB9,P,YT7,,(509)865-321744302,,74129,Prince Edward Island,ACTIVE,082-66-0907,3,true
NEW,13134 Ansley Upper,,Oxnard,United States of America,1844,1988-10-28,2011-05-24,Jorry.U.Henshaw@gmx.sg,Jorry.U.Henshaw@gmx.co.uk,2011-12-25,Jorry,U,Henshaw,BC4,U,US1,,,,H2G 1X4,IN,ACTIVE,955-50-8585,3,false
INACT,13134 Ansley Upper,,Oxnard,United States of America,1844,1988-10-28,2011-12-25,Jorry.U.Henshaw@gmx.sg,Jorry.U.Henshaw@gmx.co.uk,9999-12-31,Jorry,U,Henshaw,BC4,U,US1,,,,H2G 1X4,IN,INACTIVE,955-50-8585,3,true
NEW,22712 Prairie Crescent,,Boston,Canada,1845,1921-05-23,2011-05-25,Irv.Caple@teancum.net,Irv.Caple@teancum.net,9999-12-31,Irv,F,Caple,MD2,,KY4,,,,V6H 1S5,Newfoundland,ACTIVE,371-12-3809,3,true
NEW,5258 Trinity West,,Knoxville,United States of America,1846,1951-02-11,2011-05-29,Samara.U.MacDuff@deadaddress.com,Samara.U.MacDuff@care2.com,2012-04-20,Samara,F,MacDuff,NF2,U,NT5,,,,90077,ID,ACTIVE,432-61-3440,1,false
UPDCUST,9086 Ridgelea Boulevard,,Memphis,United States of America,1846,1951-02-11,2012-04-20,Samara.U.MacDuff@SaveWildlife.com,Samara.U.MacDuff@care2.com,9999-12-31,Samara,F,MacDuff,NF2,U,NT5,,,,V6G 1R3,British Columbia,ACTIVE,432-61-3440,3,true
NEW,5520 Fox Park,,Santa Clarita,United States of America,1847,1968-07-16,2011-05-30,Siouxie.A.Ishii@buffaloes.com,Siouxie.A.Ishii@eml.cc,2015-10-04,Siouxie,U,Ishii,NS4,A,HI9,,,,73148,ME,ACTIVE,555-61-0030,3,false
UPDCUST,5520 Fox Park,,Elizabeth,United States of America,1847,1968-07-16,2015-10-04,Siouxie.A.Ishii@buffaloes.com,Siouxie.A.Ishii@deadaddress.com,9999-12-31,Siouxie,U,Ishii,NS4,A,HI9,217-318894501,,,72287,ME,ACTIVE,555-61-0030,3,true
NEW,5530 Meadow Lake Park,,Irvine,Canada,1848,1971-07-31,2011-05-30,Miep.Hoang@macgui.com,Miep.Hoang@quake0.de,9999-12-31,Miep,U,Hoang,NF3,,ME3,552-232280798,,114-239971840,67225,AL,ACTIVE,915-18-7403,3,true
NEW,9941 Briar Forest Street,,Santa Clara,United States of America,1849,1965-12-25,2011-05-31,Vanna.Dillow@europe.com,,2012-11-23,Vanna,U,Dillow,MT3,,MB2,,,,C2A 4X5,OR,ACTIVE,208-62-1062,3,false
UPDCUST,11309 Amsterdam South,Apt. 594,Saskatoon,United States of America,1849,1965-12-25,2012-11-23,Vanna.Dillow@care2.com,,2014-09-23,Vanna,U,Dillow,MT3,,MB2,597-857349482,,,C2A 4X5,OR,ACTIVE,208-62-1062,3,false
UPDCUST,1892 Electra Crescent,Apt. 703,Grand Prairie,United States of America,1849,1965-12-25,2014-09-23,Vanna.Dillow@care2.com,Vanna.Dillow@shtrudel.biz,9999-12-31,Vanna,U,Dillow,MT3,,MB2,597-857349482,,,C2A 4X5,AR,ACTIVE,208-62-1062,1,true
NEW,12906 Stanford Road,,Grand Rapids,United States of America,1850,1933-06-12,2011-05-31,Gerardo.Jamshidi@amplimail.com,Gerardo.Jamshidi@farce.de,9999-12-31,Gerardo,U,Jamshidi,NE1,,CN2,,,,T6A 1K6,OR,ACTIVE,328-79-3332,1,true
NEW,8116 Martin Upper,,Los Angeles,United States of America,1851,1971-01-29,2011-05-31,Las.A.Tognoni@vfemail.net,Las.A.Tognoni@lawyer.com,9999-12-31,Las,U,Tognoni,PE7,A,NF6,,,,70150,WA,ACTIVE,178-75-5412,2,true
NEW,24421 Forestway Road,,Lancaster,United States of America,1852,1940-04-10,2011-06-01,Guglielma.K.Tatemichi@SaveWildlife.com,,2011-12-09,Guglielma,F,Tatemichi,NT1,K,GA2,+1(570)239-575224810,,,H2E 1X9,Prince Edward Island,ACTIVE,865-45-0581,1,false
UPDCUST,16535 Linberg South,,Greensboro,United States of America,1852,1940-04-10,2011-12-09,Guglielma.K.Tatemichi@SoftHome.net,Guglielma.K.Tatemichi@gmx.hk,9999-12-31,Guglielma,F,Tatemichi,NT1,K,GA2,+1(570)239-575224810,,,T5D 1P5,TN,ACTIVE,865-45-0581,3,true
NEW,17273 Greene Court,,Springfield,United States of America,1853,1989-08-22,2011-06-01,Bridgette.K.Muthuswamy@operamail.com,Bridgette.K.Muthuswamy@mail.be,9999-12-31,Bridgette,F,Muthuswamy,NM1,K,NF4,,,,35892,MD,ACTIVE,837-29-2839,3,true
NEW,9473 Powers Way,,Plano,United States of America,1854,1955-02-20,2011-06-01,Rajinderpal.J.Lanoszka@yahoo.com,Rajinderpal.J.Lanoszka@ip6.li,9999-12-31,Rajinderpal,M,Lanoszka,PE9,J,BC9,,,,85747,Ontario,ACTIVE,215-06-7071,3,true
NEW,10513 Barberry North,,Arlington,United States of America,1855,1965-07-15,2011-06-02,Federica.K.Bourlet@SoftHome.net,,9999-12-31,Federica,F,Bourlet,NH1,K,ME1,,,,36153,Saskatchewan,ACTIVE,881-98-4029,3,true
NEW,3029 Hickory Lower,,Huntington,United States of America,1856,2011-04-23,2011-06-02,Grey.Deneen@lavabit.com,,9999-12-31,Grey,U,Deneen,MS2,,IA6,,,,35290,TN,ACTIVE,752-19-5395,3,true
NEW,19454 Hilltop Crescent,,Tucson,Canada,1857,2005-03-05,2011-06-07,Ulrica.Massingale@mailmaniacs.com,Ulrica.Massingale@enveloped.org,9999-12-31,Ulrica,U,Massingale,ID4,,CN4,,,,90258,Ontario,ACTIVE,494-53-0755,,true
NEW,6963 Emmonds Drive,,Brownsville,United States of America,1858,1941-08-26,2011-06-08,Bunnie.Heinonen@army.com,,9999-12-31,Bunnie,M,Heinonen,NF1,,OH3,191-136684050,,,V6U 1V9,WA,ACTIVE,689-90-9348,3,true
NEW,7755 Pinto Street,,Windsor,United States of America,1859,1983-07-01,2011-06-08,Sacto.Azzuolo@stoned.com,,9999-12-31,Sacto,M,Azzuolo,NH1,,WI4,,,,38135,MS,ACTIVE,169-89-0188,2,true
NEW,17962 Columbus East,,Indianapolis,United States of America,1860,1960-05-26,2011-06-09,Ott.Bergsma@gmx.com,,9999-12-31,Ott,U,Bergsma,YT5,,NC2,,,,T5A 1W6,New Brunswick,ACTIVE,793-95-6419,2,true
NEW,1363 Hilltop Park,,Grand Rapids,United States of America,1861,2003-07-01,2011-06-09,Azhar.X.Marr@deacons.com,,2016-03-11,Azhar,M,Marr,HI1,X,IA4,,,,59105,MO,ACTIVE,103-53-0884,3,false
INACT,1363 Hilltop Park,,Grand Rapids,United States of America,1861,2003-07-01,2016-03-11,Azhar.X.Marr@deacons.com,,9999-12-31,Azhar,M,Marr,HI1,X,IA4,,,,59105,MO,INACTIVE,103-53-0884,3,true
NEW,18582 Perimeter Boulevard,,Warren,United States of America,1862,2005-06-25,2011-06-09,Helaina.Z.Portigal@teancum.net,,9999-12-31,Helaina,U,Portigal,ON10,Z,MO1,,,,H6C 1X7,PA,ACTIVE,179-66-0480,3,true
NEW,19474 Blalock Lower,,Brownsville,Canada,1863,1953-10-30,2011-06-10,Genevieve.Hofmann@london.com,,9999-12-31,Genevieve,F,Hofmann,GA3,,NU1,,(333)612-071989521,,61105,New Brunswick,ACTIVE,908-60-6932,3,true
NEW,24795 Clover Court,,Oxnard,Canada,1864,1998-05-19,2011-06-10,Rchlab.Elting@aol.com,,9999-12-31,Rchlab,U,Elting,NY5,,NS1,,,,M9E 1T7,TN,ACTIVE,619-57-6797,3,true
NEW,22376 Burton Upper,,Moreno Valley,Canada,1865,2006-08-29,2011-06-11,Stan.Mokbel@gmail.com,,2011-10-15,Stan,U,Mokbel,NS5,,NB2,,066-435914072,,X7I 1Q4,Newfoundland,ACTIVE,352-87-2793,1,false
UPDCUST,22376 Burton Upper,,Sandy,United States of America,1865,2006-08-29,2011-10-15,Stan.Mokbel@hushmail.me,Stan.Mokbel@yahoo.com,9999-12-31,Stan,U,Mokbel,NS5,,NB2,,066-435914072,614-361997349,X7I 1Q4,Newfoundland,ACTIVE,352-87-2793,3,true
NEW,16547 Danvers Rue,,Fayetteville,United States of America,1866,1990-07-25,2011-06-11,Malory.Dukes@dcemail.com,,9999-12-31,Malory,U,Dukes,PE6,,OH7,101-508618928,,,91166,KY,ACTIVE,330-99-0756,3,true
NEW,10176 Pinesap Court,Suite 285,Fort Smith,Canada,1867,2006-05-17,2011-06-11,Emylee.Hoffmeister@12Freeukisp.co.uk,,9999-12-31,Emylee,F,Hoffmeister,MT6,,NM4,,,,30387,RI,ACTIVE,667-53-6214,2,true
NEW,14359 Commerce West,,Oklahoma City,Canada,1700,2006-05-22,2011-02-02,Alisun.Q.Nallengara@farce.de,Alisun.Q.Nallengara@privacyharbor.com,2017-01-28,Alisun,U,Nallengara,NB5,Q,HI4,,,,63109,AK,ACTIVE,386-36-4023,2,false
UPDCUST,14359 Commerce West,,Toronto,United States of America,1700,2006-05-22,2017-01-28,Alisun.Q.Nallengara@operamail.com,Alisun.Q.Nallengara@gmx.sg,9999-12-31,Alisun,U,Nallengara,NB5,Q,HI4,,,,T5B 1U5,Ontario,ACTIVE,386-36-4023,3,true
NEW,14805 Bonneville Street,,Columbia,United States of America,1701,1966-10-12,2011-02-02,Corabelle.Noel@12Freeukisp.co.uk,,9999-12-31,Corabelle,U,Noel,PE9,,YT4,,,,68130,Nova Scotia,ACTIVE,838-33-7157,2,true
NEW,21088 Vessey Crescent,,Lansing,United States of America,1702,1990-06-04,2011-02-03,Hildegarde.Knudsen@wraped.net,,9999-12-31,Hildegarde,F,Knudsen,MT4,,AL2,,,,30350,NY,ACTIVE,006-35-6175,3,true
NEW,1625 Fernando Court,Suite 162,Naperville,United States of America,1703,1984-03-01,2011-02-08,Sharity.Rodenfels@mac.hush.com,Sharity.Rodenfels@aol.com,9999-12-31,Sharity,M,Rodenfels,WI4,,FL1,,,,80192,ND,ACTIVE,842-49-7686,3,true
NEW,458 Cormorant Road,,Sydney,United States of America,1704,1918-01-26,2011-02-08,Anver.U.Braunstien@kify.net,,9999-12-31,Anver,U,Braunstien,NS6,U,MO1,,,,93315,MO,ACTIVE,244-83-4254,3,true
NEW,6072 Wesleyan Lower,,Buffalo,United States of America,1705,1977-05-21,2011-02-09,Shaw.Lyons@hushmail.me,,2014-12-23,Shaw,U,Lyons,KS1,,MD3,,,,V6B 1T4,British Columbia,ACTIVE,295-09-2090,3,false
UPDCUST,15447 Seneca Rue,,Buffalo,United States of America,1705,1977-05-21,2014-12-23,Shaw.Lyons@fastemailer.com,Shaw.Lyons@macgui.com,9999-12-31,Shaw,U,Lyons,KS1,,MD3,,,,V6B 1T4,British Columbia,ACTIVE,295-09-2090,3,true
NEW,23229 Summer Street,,Springfield,Canada,1706,1959-01-20,2011-02-09,Annabal.F.Jaques@shtrudel.tv,,2016-12-01,Annabal,U,Jaques,ND6,F,ON10,,,,43207,MO,ACTIVE,818-19-9437,,false
UPDCUST,1269 Landera Road,,Chandler,United States of America,1706,1959-01-20,2016-12-01,Annabal.F.Jaques@gmx.us,,9999-12-31,Annabal,U,Jaques,ND6,F,ON10,,,,V6Z 1R6,OK,ACTIVE,818-19-9437,1,true
NEW,15407 Fillmore North,,Biloxi,United States of America,1707,1977-12-13,2011-02-09,Selinda.Barnhardt@buffaloes.com,Selinda.Barnhardt@snail-mail.net,9999-12-31,Selinda,M,Barnhardt,MD2,,NS3,,,,78253,MD,ACTIVE,637-76-1004,2,true
NEW,13385 Colby Park,,Halifax,United States of America,1708,2002-06-30,2011-02-10,Michelina.O.Hensen@mac.hush.com,Michelina.O.Hensen@icqmail.com,9999-12-31,Michelina,U,Hensen,IA8,O,GA6,,,,89157,GA,ACTIVE,703-13-9977,2,true
NEW,13210 3rd Drive,,Hilo,United States of America,1709,1988-09-10,2011-02-10,Cherey.R.Ronald@ProtectAnimals.com,,9999-12-31,Cherey,U,Ronald,BC2,R,KY1,+1(304)843-642013209,,,94315,WY,ACTIVE,417-48-9648,3,true
NEW,6916 Silverado Avenue,,Sioux Falls,United States of America,1710,1952-05-29,2011-02-10,Kym.Chester@mailvault.com,Kym.Chester@taunusstein.net,9999-12-31,Kym,U,Chester,GA1,,VA1,,,,79914,AL,ACTIVE,217-76-9732,2,true
NEW,15306 Pike Park,Apt. 334,Evansville,United States of America,1711,1921-10-04,2011-02-11,Delisle.N.Kohler@teancum.net,,9999-12-31,Delisle,U,Kohler,NM2,N,UT1,,,,S7D 1M6,MD,ACTIVE,092-22-9851,3,true
NEW,18791 Richmond South,,New Orleans,United States of America,1712,2004-06-12,2011-02-11,Tana.Stowe@devils.com,,9999-12-31,Tana,U,Stowe,CN3,,YT3,,,,X5E 1U1,MS,ACTIVE,407-74-5683,2,true
NEW,16364 Buckeye Lane,,Hilo,United States of America,1713,1992-10-11,2011-02-12,Jinann.Hewer@usa.com,,9999-12-31,Jinann,F,Hewer,AR6,,MD4,,904-969101544,,63168,IN,ACTIVE,028-83-1998,2,true
NEW,11057 Andrews West,,Charlotte,United States of America,1714,1974-07-09,2011-02-16,Fanni.A.Bankhead@netdove.net,,9999-12-31,Fanni,U,Bankhead,NS9,A,HI5,,,,E7N 1J4,ID,ACTIVE,665-14-3900,2,true
NEW,8532 Cooper Lane,,Lubbock,United States of America,1715,1951-05-18,2011-02-16,Carry.Z.McCafferty@icqmail.com,Carry.Z.McCafferty@aggies.com,9999-12-31,Carry,F,McCafferty,NB1,Z,OK7,,,,43652,Manitoba,ACTIVE,981-71-8679,3,true
NEW,7627 Douglas Road,,St. Paul,Canada,1716,1971-07-24,2011-02-16,Jenica.Childerhose@shtrudel.net,,2015-08-17,Jenica,U,Childerhose,MN2,,AZ2,,,,85097,TN,ACTIVE,536-10-5444,3,false
UPDCUST,7627 Douglas Road,,Louisville,United States of America,1716,1971-07-24,2015-08-17,Jenica.Childerhose@mailvault.com,,9999-12-31,Jenica,U,Childerhose,MN2,,AZ2,,,,S7C 1M5,KS,ACTIVE,536-10-5444,2,true
NEW,12170 Stratmore Upper,,Winston-Salem,United States of America,1717,1978-04-19,2011-02-17,Gurdip.X.Popowicz@eml.cc,Gurdip.X.Popowicz@deadaddress.com,2016-12-21,Gurdip,F,Popowicz,US1,X,VA2,,,,93679,MS,ACTIVE,719-61-9638,3,false
INACT,12170 Stratmore Upper,,Winston-Salem,United States of America,1717,1978-04-19,2016-12-21,Gurdip.X.Popowicz@eml.cc,Gurdip.X.Popowicz@deadaddress.com,9999-12-31,Gurdip,F,Popowicz,US1,X,VA2,,,,93679,MS,INACTIVE,719-61-9638,3,true
NEW,2533 Wolfe North,,Thousand Oaks,United States of America,1718,1974-03-22,2011-02-18,Marylynne.Boulos@spamavert.com,,9999-12-31,Marylynne,M,Boulos,NE2,,BC5,,,,V6D 1W5,MA,ACTIVE,118-99-3719,1,true
NEW,512 Northland Street,,Akron,United States of America,1719,1923-05-24,2011-02-18,Matelda.Pagi@moose-mail.com,,9999-12-31,Matelda,F,Pagi,ID6,,LA1,,356-880009803,,79953,LA,ACTIVE,591-36-3958,2,true
NEW,1426 Basswood Avenue,,Hollywood,Canada,1720,1976-11-23,2011-02-19,Arlinda.Jager@deacons.com,,2014-04-26,Arlinda,F,Jager,GA6,,NJ2,,,,99665,Manitoba,ACTIVE,668-20-0297,1,false
INACT,1426 Basswood Avenue,,Hollywood,Canada,1720,1976-11-23,2014-04-26,Arlinda.Jager@deacons.com,,9999-12-31,Arlinda,F,Jager,GA6,,NJ2,,,,99665,Manitoba,INACTIVE,668-20-0297,1,true
NEW,17886 St. Phillip Upper,,Durham,United States of America,1721,1925-11-15,2011-02-19,Jodine.Rey@shtrudel.tv,Jodine.Rey@SaveWildlife.com,2014-11-23,Jodine,F,Rey,BC7,,MD3,,(773)346-455071210,,19802,OR,ACTIVE,732-97-0892,3,false
UPDCUST,23223 Woodlawn Upper,,Stockton,United States of America,1721,1925-11-15,2014-11-23,Jodine.Rey@deacons.com,Jodine.Rey@privacyharbor.com,9999-12-31,Jodine,F,Rey,BC7,,MD3,,(773)346-455071210,,V6J 1Q7,OR,ACTIVE,732-97-0892,3,true
NEW,4937 Chestnut Avenue,Apt. 508,Oceanside,United States of America,1722,1919-04-30,2011-02-19,Junia.DiPasquale@stoned.com,,9999-12-31,Junia,F,DiPasquale,YT8,,VA4,,,,83710,WA,ACTIVE,408-47-7509,2,true
NEW,20657 Westella Way,,Baton Rouge,Canada,1723,1919-04-16,2011-02-19,Sallie.Babione@yahoo.com,,9999-12-31,Sallie,U,Babione,AZ1,,NS7,,765-258947823,,59103,British Columbia,ACTIVE,842-02-1293,2,true
NEW,14425 Edgson Drive,,Provo,United States of America,1724,1976-09-22,2011-02-21,Norel.T.Woolery@mailvault.com,Norel.T.Woolery@myway.com,9999-12-31,Norel,U,Woolery,NT4,T,KS2,,+1(958)090-579236650,,14622,NV,ACTIVE,131-21-5268,2,true
NEW,1243 Salado Road,,Hartford,United States of America,3438,1947-05-10,2014-10-10,Wendel.P.Arnone@12Freeukisp.co.uk,,9999-12-31,Wendel,U,Arnone,NM1,P,TN1,,,,78773,CA,ACTIVE,275-64-2724,3,true
NEW,5822 Edwin Boulevard,Apt. 841,West Covina,Canada,3439,2000-04-12,2014-10-11,Romy.J.Fisprod@fastemailer.com,Romy.J.Fisprod@4uchat.de,2016-04-01,Romy,U,Fisprod,SC5,J,ND6,,,,94196,MI,ACTIVE,192-45-5761,3,false
UPDCUST,5822 Edwin Boulevard,Apt. 841,Elizabeth,United States of America,3439,2000-04-12,2016-04-01,Romy.J.Fisprod@ProtectAnimals.com,Romy.J.Fisprod@4uchat.de,2016-11-05,Romy,U,Fisprod,SC5,J,ND6,,,,93770,MD,ACTIVE,192-45-5761,3,false
UPDCUST,10253 Oak Grove Avenue,Apt. 841,Billings,United States of America,3439,2000-04-12,2016-11-05,Romy.J.Fisprod@amplimail.com,Romy.J.Fisprod@4uchat.de,9999-12-31,Romy,U,Fisprod,SC5,J,ND6,,,,96809,MD,ACTIVE,192-45-5761,3,true
NEW,19106 Brielle Way,,Naperville,Canada,3440,1978-06-29,2014-10-11,Carole.Yonk@wildmail.com,,9999-12-31,Carole,M,Yonk,CA4,,NM2,,(903)654-657798593,,V6C 1Q4,MT,ACTIVE,809-01-5396,2,true
NEW,14526 Saxon West,,Louisville,Canada,3441,1951-08-21,2014-10-15,Seyar.Maybee@netdove.net,Seyar.Maybee@peacemail.com,2017-04-30,Seyar,M,Maybee,IA8,,OR3,,,+1(390)560-097381656,85254,GA,ACTIVE,740-65-9853,3,false
UPDCUST,14526 Saxon West,,Louisville,United States of America,3441,1951-08-21,2017-04-30,Seyar.Maybee@SoftHome.net,Seyar.Maybee@peacemail.com,9999-12-31,Seyar,M,Maybee,IA8,,OR3,,,+1(390)560-097381656,61609,NH,ACTIVE,740-65-9853,3,true
NEW,2097 Harris West,Apt. 936,Miami,Canada,3442,2001-05-18,2014-10-15,Olympie.Parr@netdove.net,Olympie.Parr@myway.com,9999-12-31,Olympie,U,Parr,NY3,,MT8,,,,E7N 1G1,WA,ACTIVE,280-73-3419,3,true
NEW,19309 McFarlin North,Apt. 971,Vancouver,United States of America,3443,2014-07-25,2014-10-16,Karna.U.Seifers@care2.com,,9999-12-31,Karna,M,Seifers,MI1,U,OH6,,,,22222,UT,ACTIVE,820-26-4462,3,true
NEW,14600 Ventura Upper,,Evansville,United States of America,3444,1932-09-12,2014-10-17,Charley.W.Walkley@born2frag.de,,9999-12-31,Charley,M,Walkley,NB1,W,OR3,,(643)370-097615130,,90237,DC,ACTIVE,380-60-3504,3,true
NEW,19284 Mitchell East,,Huntington,United States of America,3445,1985-06-20,2014-10-17,Pamela.J.Schwantes@myfastmail.com,,9999-12-31,Pamela,F,Schwantes,MO6,J,AZ3,,,,33170,HI,ACTIVE,143-62-4228,3,true
NEW,8989 Spicebrush Street,,Des Moines,United States of America,3446,1980-11-21,2014-10-18,Armando.Norczen@12Freeukisp.co.uk,Armando.Norczen@eml.cc,9999-12-31,Armando,U,Norczen,ND8,,OK2,,,,99559,CO,ACTIVE,669-19-8131,2,true
NEW,17536 Frostwood Crescent,,San Bernardino,United States of America,3447,1980-07-03,2014-10-18,Dieuwertje.T.Stephans@hush.ai,,9999-12-31,Dieuwertje,M,Stephans,MB5,T,VA4,,562-378796087,,92403,MI,ACTIVE,449-21-9012,3,true
NEW,22179 Bledsoe North,,Naperville,United States of America,3448,1992-08-20,2014-10-18,Bari.Dennen@quake0.de,Bari.Dennen@icqmail.com,9999-12-31,Bari,M,Dennen,MI1,,US4,,,,35275,Prince Edward Island,ACTIVE,206-17-2465,3,true
NEW,2682 Lumber Park,,Santa Fe,United States of America,3449,1990-10-16,2014-10-19,Keelia.Carrmtce@mail.be,,9999-12-31,Keelia,M,Carrmtce,ID7,,MT7,,,,V6M 1V3,WV,ACTIVE,293-06-3213,1,true
NEW,885 Crosby Lane,,Fort Smith,United States of America,3450,2014-03-24,2014-10-19,Thor.Z.Shane@soodonims.com,,9999-12-31,Thor,F,Shane,AZ2,Z,NM4,+1(420)515-247330359,,,25339,SC,ACTIVE,475-99-2222,3,true
NEW,6294 Keene Road,,Mobile,United States of America,3451,1918-08-12,2014-10-20,Samaria.Henao@gmx.pt,,9999-12-31,Samaria,U,Henao,WA1,,YT1,,,,92602,AK,ACTIVE,064-68-4646,2,true
NEW,18335 Savannah Drive,,Philadelphia,United States of America,3452,1987-03-11,2014-10-24,Lecien.Vermeesch@farce.de,,9999-12-31,Lecien,M,Vermeesch,HI7,,BC10,+1(935)718-300808637,,,29409,DC,ACTIVE,792-30-2305,3,true
NEW,24200 North Crescent,,Fayetteville,Canada,3453,2016-06-03,2014-10-24,Painterson.C.Rangel@hotmail.com,Painterson.C.Rangel@lavabit.com,9999-12-31,Painterson,F,Rangel,MB8,C,CT2,,(242)518-334885568,,M7M 1C2,TX,ACTIVE,813-44-4736,3,true
NEW,9177 Wishek Park,,San Francisco,Canada,3454,1976-12-18,2014-10-25,Humberto.Lange@bulldogs.com,Humberto.Lange@peacemail.com,2016-12-31,Humberto,M,Lange,ID1,,BC9,,,,80074,NY,ACTIVE,995-76-2666,3,false
INACT,9177 Wishek Park,,San Francisco,Canada,3454,1976-12-18,2016-12-31,Humberto.Lange@bulldogs.com,Humberto.Lange@peacemail.com,9999-12-31,Humberto,M,Lange,ID1,,BC9,,,,80074,NY,INACTIVE,995-76-2666,3,true
NEW,2023 Reynolds Street,,Hamilton,United States of America,3455,1986-11-26,2014-10-25,Hideki.Z.Milston@peacemail.com,,9999-12-31,Hideki,M,Milston,WI2,Z,AB1,,,,70120,AL,ACTIVE,119-16-6113,2,true
NEW,19634 El Monte Boulevard,,Torrance,United States of America,3456,1920-03-02,2014-10-26,Birgitte.Hutt@gmx.it,,9999-12-31,Birgitte,F,Hutt,CA5,,GA1,,025-159752853,,45252,UT,ACTIVE,043-45-7733,2,true
NEW,254 Cartwright Street,Suite 14,Lewiston,Canada,3457,2010-05-31,2014-10-26,Tera.P.Desch@mailmaniacs.com,,9999-12-31,Tera,M,Desch,US2,P,AR6,,,,99605,Nova Scotia,ACTIVE,496-14-9308,2,true
NEW,11455 Burnham East,,Iqaluit,United States of America,3458,1949-07-21,2014-10-27,Shani.Sergo@spamavert.com,,2014-12-22,Shani,U,Sergo,NU7,,MB9,,+1(612)614-882779385,,V6F 1T1,MD,ACTIVE,037-28-3299,3,false
INACT,11455 Burnham East,,Iqaluit,United States of America,3458,1949-07-21,2014-12-22,Shani.Sergo@spamavert.com,,9999-12-31,Shani,U,Sergo,NU7,,MB9,,+1(612)614-882779385,,V6F 1T1,MD,INACTIVE,037-28-3299,3,true
NEW,21380 Crosby Rue,,Tampa,United States of America,3459,1995-01-01,2014-10-27,Rebekah.Pomposelli@buffaloes.com,Rebekah.Pomposelli@shtrudel.tv,2015-10-15,Rebekah,U,Pomposelli,MD4,,NM3,,,,99517,Nova Scotia,ACTIVE,074-35-8931,,false
